"Tipo de Gestion","Modalidad","Número","Año","Objeto","Descripción","Rubros|SubRubros","Moneda del pliego","Monto Original","Organismo Licitante","Organismos Comitentes","Fecha y Hora de Apertura","Lugar de Apertura","Moneda del pliego","Valor del Pliego   ","Expedientes","Enlaces Documentacion","Estado de la Gestion","Fecha de Último Estado"
"LICITACIÓN PRIVADA","Sin Modalidad","79",2018,"ADQUISICION DE UN (1) ESCANER A3 DE ALTA VELOCIDAD CON DESTINO A LA DIRECCION DE TOPOCARTOGRAFIA DEPENDIENTE DEL SERVICIO DE CATASTRO E INFORMACION TERRITORIAL - REGIONAL SANTA FE DEPENDIENTE DEL MINISTERIO DE ECONOMIA","ADQUISICION DE UN (1) ESCANER A3 DE ALTA VELOCIDAD ","INFORMATICA/EQUIPOS E INSUMOS DE COMPUTACION","PESOS",297000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","SERVICIO DE CATASTRO E INFORMACIÓN TERRITORIAL","08-08-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS",,"13401-1273447-1","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121265&contar=1&solodocs=1","EN TRAMITE","08-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","8",2018,"ADQUISICION DE TRES (3) AMBULANCIAS EQUIPADAS CON DESTINO AL SERVICIO PENITENCIARIO DE LA PROVINCIA DEPENDIENTE DEL MINISTERIO DE SEGURIDAD","ADQUISICION DE AMBULANCIAS EQUIPADAS","VEHICULOS-EMBARCACIONES-INSUMOS-REPUESTOS/VEHICULOS","PESOS",5400000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","MINISTERIO DE SEGURIDAD","27-04-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 2160","00205-0017764-6","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120704&contar=1&solodocs=1","CONCLUIDA","13-08-2018 00:00 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","8",2018,"CTRO DE PEDIDO: LABORATORIO- SIEBE","INSUMOS PARA TOXICOLOGIA - SIEBE CON COMODATO","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO|  PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS QUIMICOS EN GENERAL|  PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES","PESOS",1900000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","20-03-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS SETECIENTOS CINCUENTA CON 00/100 ($ 750.-)","631/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120793&contar=1&solodocs=1","CONCLUIDA","02-05-2018 14:37 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","8",2018,"ELEMENTOS Y EQUIPOS PARA REHABILITACIÓN","CAMILLA FIJA PARA FISIOTERAPIA  COLCHONETA PELOTAS MEDICINALES 45 CM PELOTAS MEDICINALES 65 CM  PELOTAS MEDICINALES 85 CM  LÁMPARA INFRARROJA-  ONDA CORTA, CONTÍNUO Y/O PULSATIL APARATO ULTRASONIDO Y OTROS","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPAMIENTO PARA REHABILITACION","PESOS",1407900,"MINISTERIO DE SALUD (DIR.GRAL.ADM.)","SUBSECRETARIA DE INCLUSION PARA PERSONAS CON DISCAPACIDAD CIRCUNS.2","17-04-2018 10:00 hs.","MINISTERIO DE SALUD – DPTO DE COMPRAS JUNA DE GARAY 2880 – 3000  STA FE. TEL.: (0342) 4572360/61- – INTERNOS 3121 - 3122 CORREO ELECTRÓNICO: COMPRASALUDSTAFE@SANTAFE.GOV.AR","PESOS","$ 570,00","00501-0157658-6","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120825&contar=1&solodocs=1","CONCLUIDA","01-08-2018 09:29 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","8",2018,"ADQUISICIÓN DE MEDICACION ALTO COSTO ( PROFE ) PARA DOS MESES Y CON DOS ENTREGAS","LICITACIÓN PÚBLICA Nº 08 /2.018 ","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",1600000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","13-04-2018 10:00 hs."," HOSPITAL J.B. ITURRASPE - BV. PELLEGRINI 3551 1º PISO - OFICINA DE COMPRAS - SANTA FE - 3000","PESOS","$  640","000061/2.018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120866&contar=1&solodocs=1","CONCLUIDA","07-05-2018 08:36 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","8",2018,"ADQUISICIÓN DE MARCAPASOS CON DESTINO AL SERVICIO DE CARDIOLOGÍA.","ADQUISICIÓN DE MARCAPASOS CON DESTINO AL SERVICIO DE CARDIOLOGÍA.","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, INSTRUMENTAL E INSUMOS MEDICOS","PESOS",3087859,"HOSPITAL DR. JOSE MARÍA CULLEN","HOSPITAL DR. JOSE MARÍA CULLEN","25-04-2018 10:00 hs.","DIVISIÓN COMPRAS HOSPITAL DR. JOSÉ MARÍA CULLEN, A. FREYRE Nº 2150, 1º PISO - CP 3.000 - SANTA FE.","PESOS","$   1.236.-","884/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120870&contar=1&solodocs=1","EN TRAMITE","25-04-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","8",2018,"ADQUISICION MEDICAMENTOS PACIENTES CRONICOS PROGRAMA INCLUIR ","LICITACION PUBLICA","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",1440000,"HOSPITAL SAMCO DR. JAIME FERRÉ","HOSPITAL SAMCO DR. JAIME FERRÉ","31-05-2018 10:00 hs.","SECCION PATRIMONIO, COMPRAS Y SUMINISTROS SAMCO RAFAELA ""DR J FERRE""","PESOS","$   405",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121011&contar=1&solodocs=1","EN TRAMITE","31-05-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","8",2018,"CONTRATAR LA PROVICION DE REACTIVOS CON DESTINO A LABORATORIO CENTRAL, PARA UN PERIODO DE DOCE MESES CON OPCION DE RENOVACION POR UN PERIODO IGUAL  ",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS-UTILES-INSUMOS PARA LABORATORIO","PESOS",14000000,"HOSPITAL PROVINCIAL DE ROSARIO","HOSPITAL PROVINCIAL DE ROSARIO","24-07-2018 10:00 hs.","OFICINA DE COMPRAS DEL HOSPITAL PROVINCIAL DE ROSARIO","PESOS","$  5600 (PESOS CINCO MIL SEISCIENTOS)","1474/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121218&contar=1&solodocs=1","EN TRAMITE","24-07-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","8",2018,"OXIGENO MEDICINAL LÌQUIDO A GRANEL, OXÌGENO MEDICINAL GASEOSO POR METRO CÙBICO, ANHIDRÌDO CARBÒNICO GAS CALIDAD MEDICINAL.","CONTRATAR LA PROVISIÒN DE OXÌGENO MEDICINAL LÌQUIDO A GRANEL (PUREZA MAYOR AL 99,50% 60.000 METROS CÙBICOS POR EL TÈRMINO DE UN (1) AÑO. LA PROVISIÒN DEBERÀ INCLUIR LA INSTALACIÒN DE UN TANQUE CRIOGÈNICO. CONTRATAR LA PROVISIÒN DE OXÌGENO MEDICINAL GASEOSO EN TUBOS POR 6M3 C/U (PUREZA 99,5%) 100 METROS CÙBICOS POR EL TÈRMINO DE UN (1) AÑO. CONTRATAR LA PROVISIÒN DE ANHÌDRIDO CARBÒNICO EN TUBOS DE GAS CALIDAD MEDICINAL EN TUBOS DE 27 KGS. CANTIDAD 162 KG.  CON DESTINO AL HOSPITAL PROVINCIAL DE NIÑOS ZONA NORTE DR. ROBERTO CARRA.","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",1400000,"HOSPITAL PROVINCIAL DE NIÑOS ZONA NORTE DR. ROBERTO M. CARRA ROSARIO","MINISTERIO DE SALUD (DIR.GRAL.ADM.)","04-09-2018 09:30 hs.","OF. DE COMPRAS","PESOS","560",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121363&contar=1&solodocs=1","EN TRAMITE","04-09-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"CTRO DE PEDIDO: LABORATORIO- INSUMOS PARA ANATOMÍA PATOLÓGICA","INSUMOS PARA ANATOMÍA PATOLÓGICA","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS QUIMICOS PARA LABORATORIO|  PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES","PESOS",150000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","18-01-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS SESENTA CON 00/100 ($ 60.-)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120609&contar=1&solodocs=1","CONCLUIDA","21-08-2018 18:48 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"PROVISION E INSTALACION DE ALACENAS CON DESTINO AL CENTRO DE ESPECIALIDADES MEDICAS AMBULATORIAS DE SANTA FE (CEMAFE) DEPENDIENTE DEL MINISTERIO DE SALUD","PROV. E INST. DE ALACENAS","MUEBLES/MUEBLES PARA EL HOGAR","PESOS",202827,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES|  MINISTERIO DE SALUD (DIR.GRAL.ADM.)","16-02-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 80","00501-0157144-4","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120664&contar=1&solodocs=1","CONCLUIDA","07-03-2018 00:00 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018," ADQUISICION DE ANTISEPTICOS, DESINFECTANTES Y SOLUCIONES PARENTERALES PARA TRES MESES CON TRES ENTREGAS","LICITACION PRIVADA N° 08/2018","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",256000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","16-02-2018 10:00 hs.","OFICINA DE COMPRAS -1ER PISO HOSPITAL ITURRASPE - BVD. PELLEGRINI 3551 - 3000 SANTA FE ","PESOS","260",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120677&contar=1&solodocs=1","CONCLUIDA","07-05-2018 10:10 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"""ADQUISICION DE INSUMOS DESTINO ESTERILIZACION I""","""ADQUISICION DE INSUMOS DESTINO ESTERILIZACION I""","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/MATERIAL DESCARTABLE","PESOS",950000,"HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","19-02-2018 10:00 hs.","OFICINA DE LICITACIONES - HOSPITAL DE NIÑOS DR. O. ALASSIA","PESOS","$ 380,00 (SON PESOS TRESCIENTOS OCHENTA CON 00/00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120713&contar=1&solodocs=1","CONCLUIDA","16-04-2018 08:45 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUIRIR SUEROS Y SOLUCIONES PARA UN PERIODO DE 3 (TRES) MESES",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",250000,"HOSPITAL PROVINCIAL DE ROSARIO","HOSPITAL PROVINCIAL DE ROSARIO","27-03-2018 10:00 hs.","HOSPITAL PROVINCIAL DE ROSARIO - OFICINA DE COMPRAS","PESOS","PESOS: $ 100 (CIEN)","413/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120734&contar=1&solodocs=1","CONCLUIDA","15-06-2018 09:13 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUISICIÓN DE ESTANTERÍAS METÁLICAS.","ADQUISICIÓN DE ESTANTERÍAS METÁLICAS.","MUEBLES/MUEBLES PARA OFICINA|  METALURGIA/ESTRUCTURAS METALICAS|  METALES/METALES","PESOS",450000,"HOSPITAL DR. JOSE MARÍA CULLEN","HOSPITAL DR. JOSE MARÍA CULLEN","04-05-2018 10:00 hs.","DIVISIÓN COMPRAS HOSPITAL DR. JOSÉ MARÍA CULLEN, AV. FREYRE Nº 2150, 1º PISO . CP 3000 - SANTA FE","PESOS","$  181.-","515/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120873&contar=1&solodocs=1","EN TRAMITE","04-05-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUISICIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE CÁMARAS DE SEGURIDAD EN EL INMUEBLE SEDE DEL ORGANISMO","ADQUISICIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE CÁMARAS DE SEGURIDAD EN EL INMUEBLE SEDE DEL ORGANISMO","EQUIPOS Y ELEMENTOS VARIOS/EQUIPOS VARIOS","PESOS",194419,"TRIBUNAL DE CUENTAS","TRIBUNAL DE CUENTAS","24-04-2018 09:00 hs.","SAN JERÓNIMO 1850 - D.G.A. - C.S.C. Y C.","PESOS","$  77,77","00901-0083345-7","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120902&contar=1&solodocs=1","CONCLUIDA","21-05-2018 10:08 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"BOLSAS DE HARINA DE TRIGO TIPO 000","ADQUISICIÓN DE 1.380 BOLSAS DE 50 KG C/U ","VIVERES/PANIFICACION|  VIVERES/HARINAS|  VIVERES/VIVERES SECOS","PESOS",500000,"INSTITUTO AUTÁRQUICO PROVINCIAL DE INDUSTRIAS PENITENCIARIAS","INSTITUTO AUTÁRQUICO PROVINCIAL DE INDUSTRIAS PENITENCIARIAS","02-05-2018 09:00 hs.","COMPRAS IAPIP","PESOS","200","12101-0004209-0","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120955&contar=1&solodocs=1","EN TRAMITE","02-05-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUISICIÓN DE ARTÍCULOS DE HIGIENE Y LIMPIEZA REQUERIDOS PARA DAR CONTINUIDAD A LOS SERVICIOS DEL HOSPITAL EMILIO MIRA Y LÓPEZ",,"PRODUCTOS, ELEMENTOS DE LIMPIEZA E HIGIENE PERSONAL/ARTICULOS DE LIMPIEZA|  PRODUCTOS, ELEMENTOS DE LIMPIEZA E HIGIENE PERSONAL/ELEMENTOS DE HIGIENE PERSONAL","PESOS",644706,"HOSPITAL PSIQUIATRICO EMILIO MIRA Y LOPEZ","HOSPITAL PSIQUIATRICO EMILIO MIRA Y LOPEZ","05-06-2018 08:00 hs.","HOSPITAL EMILIO MIRA Y LOPEZ","PESOS","$  258,00 (PESOS: DOSCIENTOS CINCUENTA Y OCHO CON 00/100)","155/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120996&contar=1&solodocs=1","CONCLUIDA","17-08-2018 08:39 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUISICIÓN DE MEDICAMENTOS, ANTISEPTICOS Y MATERIAL DESCARTABLE CON DESTINO AL S.A.M.CO VILLA GDOR GALVEZ”","PLIEGO DE BASES Y CONDICIONES PARA LA ADQUISICIÓN DE MEDICAMENTOS, ANTISEPTICOS Y MATERIAL DESCARTABLE CON DESTINO AL S.A.M.CO VILLA GDOR GALVEZ”","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",52200,"HOSPITAL DR. ANSELMO GAMEN - VILLA GOBERNADOR GALVEZ","HOSPITAL DR. ANSELMO GAMEN - VILLA GOBERNADOR GALVEZ","03-08-2018 12:00 hs.","OFICINA CONTABLE","PESOS","$  200","0393/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121252&contar=1&solodocs=1","EN TRAMITE","03-08-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUISICIÓN DE MEDICAMENTOS.","ADQUISICIÓN DE MEDICAMENTOS CON DESTINO AL CUDAIO.","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS","427544,83","MINISTERIO DE SALUD (DIR.GRAL.ADM.)","CUDAIO","20-08-2018 10:00 hs.","MINISTERIO DE SALUD – DPTO DE COMPRAS JUNA DE GARAY 2880 – 3000  STA FE. TEL.: (0342) 4572360/61- – INTERNOS 3121 - 3122 CORREO ELECTRÓNICO: COMPRASALUDSTAFE@SANTAFE.GOV.AR SITIO WEB: WWW.SANTAFE.GOV.AR","PESOS","$  170,00","00512-0004523-2|  00512-0004544-9","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121267&contar=1&solodocs=1","EN TRAMITE","20-08-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUIRIR REACTIVOS CON APARATOLOGIA","ADQUIRIR REACTIVOS CON APARATOLOGIA","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS QUIMICOS PARA LABORATORIO","PESOS",700000,"HOSPITAL PROVINCIAL SAYAGO","HOSPITAL PROVINCIAL SAYAGO","16-08-2018 10:30 hs.","OFICINA DE COOMPRAS","PESOS","280",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121274&contar=1&solodocs=1","EN TRAMITE","16-08-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUISICION DE MEDICAMENTOS",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",600000,"HOSPITAL SAMCO DE SAN JUSTO","HOSPITAL SAMCO DE SAN JUSTO","23-08-2018 08:30 hs.","ITALIA 2865 SAMCO SAN JUSTO","PESOS","200 ",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121344&contar=1&solodocs=1","EN TRAMITE","23-08-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUISICION DE LECHES","LICITACION PRIVADA PARA LA ADQUISICION DE LECHES","VIVERES/LACTEOS Y AFINES","PESOS","974593,98","HOSPITAL ESCUELA EVA PERÓN","HOSPITAL ESCUELA EVA PERÓN","04-09-2018 10:00 hs.","HOSPITAL ESCUELA EVA PERON - AV. SAN MARTIN 1645 - 2152 - GRANADERO BAIGORRIA - OFICINA DE COMPRAS","PESOS","$   389,84 - ( PESOS: TRESCIENTOS OCHENTA Y NUEVE C/84/00)","24969","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121354&contar=1&solodocs=1","EN TRAMITE","04-09-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","8",2018,"ADQUISICION DE MATERIAL DESCARTABLE","ADQUISICION DE MATERIAL DESCARTABLE","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",910000,"HOSPITAL PROVINCIAL DE NIÑOS ZONA NORTE DR. ROBERTO M. CARRA ROSARIO","HOSPITAL PROVINCIAL DE NIÑOS ZONA NORTE DR. ROBERTO M. CARRA ROSARIO","05-09-2018 09:00 hs.","OFICINA DE COMPRAS - H.N.Z.N","PESOS","$ 364.- PESOS TRESCIENTOS SESENTA Y CUATRO.",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121380&contar=1&solodocs=1","EN TRAMITE","05-09-2018 23:20 hs."
"CONTRATACIÓN DIRECTA","Sin Modalidad","8",2018,"IMPRESIÓN DE CHEQUERAS PRESTACIONALES.","IMPRESIÓN DE CHEQUERAS PRESTACIONALES.","PAPELES/PAPELES|  SERVICIOS COMERCIALES Y FINANCIEROS/IMPRENTA, PUBLICACIONES, REPRODUCCIONES","PESOS",71605,"INSTITUTO AUTÁRQUICO PROVINCIAL DE OBRA SOCIAL","INSTITUTO AUTÁRQUICO PROVINCIAL DE OBRA SOCIAL","07-03-2018 12:00 hs.","I.A.P.O.S. CASA CENTRAL - DPTO. CONTRATACIONES - SAN MARTÍN 3145 - C.P. 3000 - SANTA FE","PESOS",,"15302-0013171-8","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120766&contar=1&solodocs=1","EN TRAMITE","07-03-2018 23:20 hs."
"CONTRATACIÓN DIRECTA","Sin Modalidad","8",2018,"MATERIAL TEXTIL DESCARTABLE",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/MATERIAL DESCARTABLE","PESOS",47000,"HOSPITAL PROTOMÉDICO MANUEL RODRIGUEZ","HOSPITAL PROTOMÉDICO MANUEL RODRIGUEZ","23-04-2018 10:00 hs.",,"PESOS",,"5036","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120911&contar=1&solodocs=1","CONCLUIDA","23-05-2018 11:08 hs."
"CONTRATACIÓN DIRECTA","Sin Modalidad","8",2018,"ADQUISICIÓN RESMAS DE PAPEL PARA IMPRESORAS Y FOTOCOPIADORAS","ADQUISICIÓN RESMAS DE PAPEL PARA IMPRESORAS Y FOTOCOPIADORAS","LIBRERIA/ARTICULOS DE LIBRERIA","PESOS",98444,"TRIBUNAL DE CUENTAS","TRIBUNAL DE CUENTAS","03-09-2018 09:00 hs.","COORDINACIÓN GENERAL DE SERVICIOS CENTRALES Y CONTRATACIONES - SAN JERÓNIMO 1850 -","PESOS",,"00901-0086190-0","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121376&contar=1&solodocs=1","EN TRAMITE","03-09-2018 23:20 hs."
"CONCURSO PRIVADO","Sin Modalidad","8",2018,"ADQUISICION DE MEDICAMENTOS VARIOS CON DESTINO A ÉSTA COLONIA PSIQUIATRICA DE OLIVEROS "" DR A I FREYRE""","ADQUISICION DE MEDICAMENTOS VARIOS CON DESTINO A LA FARMACIA INTERNA DE ESTA COLONIA PSIQUIATRICA DE OLIVEROS "" DR. A. I. FREYRE""","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",137799415,"COLONIA PSIQUIÁTRICA OLIVEROS","COLONIA PSIQUIÁTRICA OLIVEROS","04-09-2018 10:00 hs.","OFICINA DE COMPRAS, PATRIMONIO Y SUMINISTROS","PESOS","PESOS OCHENTA ($  80,00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121379&contar=1&solodocs=1","EN TRAMITE","04-09-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","80",2018,"CONTRATACION DE UN SERVICIO DE MANTENIMIENTO PARA EL SISTEMA PROVINCIAL DE VIDEO VIGILANCIA PUBLICA Y CONTRATACION DE SERVICIOS CONEXOS CON DESTINO A LA SECRETARÍA DE TECNOLOGÍAS PARA LA GESTIÓN DEPENDIENTE DEL MINISTERIO DE GOBIERNO Y REFORMA DEL ESTADO","SERV. MANTENIM. VIDEO VIGILANCIA Y SERV. CONEXOS","EQUIPOS Y ACCESORIOS DE COMUNICACION/EQUIPOS Y ACCESORIOS DE COMUNICACION|  SERVICIOS TECNICOS Y PROFESIONALES/SERV. DE INFORMATICA Y SISTEMAS COMPUTARIZADOS|  SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/MANTENIMIENTO Y REP. MAQUINARIA Y EQUIPOS","PESOS",339857500,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","MINISTERIO DE GOBIERNO Y REFORMA DEL ESTADO (DIR. ADM.)","10-09-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 136200","00201-0182892-9","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121338&contar=1&solodocs=1","EN TRAMITE","10-09-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","80",2018,"ADQUISICION DE UN (1) PLOTTER CON DESTINO A LA DIRECCION DE TOPOCARTOGRAFIA DEPENDIENTE DEL SERVICIO DE CATASTRO E INFORMACION TERRITORIAL - REGIONAL ROSARIO - DEPENDIENTE DEL MINISTERIO DE ECONOMIA","ADQUISICION DE PLOTTER","INFORMATICA/EQUIPOS E INSUMOS DE COMPUTACION","PESOS",220000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","SERVICIO DE CATASTRO E INFORMACIÓN TERRITORIAL","10-08-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS",,"13402-1515257-0","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121272&contar=1&solodocs=1","EN TRAMITE","10-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","81",2018,"CONTRATACION SERVICIO DE LIMPIEZA CON DESTINO A LA CAJA DE JUBILACIONES Y PENSIONES DE LA PROVINCIA DE SANTA FE DEPENDIENTE DEL MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL","CONTRATACION SERVICIO DE LIMPIEZA","SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/CONTROL DE PLAGAS Y DESECHOS","PESOS",1324800,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","CAJA DE JUBILACIONES Y PENSIONES DE LA PROVINCIA","03-09-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 530","15120-0129756-9","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121328&contar=1&solodocs=1","EN TRAMITE","03-09-2018 23:20 hs."
