Marca temporal;Género;Indicá cuál;Edad;Ocupación principal;Indicá cuál;En el último año, tu nivel de uso:;¿Cómo evalúas el estado y mantenimiento de las bicicletas simples? ;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es regular;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es malo;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es muy malo;¿Cómo evalúas la comodidad de las bicicletas simples? ;Indicá las razones por las que considerás que la comodidad de las bicicletas es regular;Indicá las razones por las que considerás que la comodidad de las bicicletas es mala;Indicá las razones por las que considerás que la comodidad de las bicicletas es muy mala;¿Cómo evalúas el funcionamiento general de las estaciones?;Indicá las razones por las que considerás que el funcionamiento de las estaciones es regular;Indicá las razones por las que considerás que el funcionamiento de las estaciones es malo;Indicá las razones por las que considerás que el funcionamiento de las estaciones es muy malo;¿Cómo evalúas las instrucciones para el uso del sistema disponibles en cada estación?;¿En general, cómo evalúas los canales de comunicación disponibles para los usuarios del Sistema de Bicis? ;¿Has utilizado la APP (aplicación gratuita) de Mi Bici Tu Bici? ;La aplicación te ha resultado:;¿Consultas la página web de Mi Bici Tu Bici a la hora de utilizar el sistema?;De bicicletas al momento de su uso;De lugar al momento de devolver la bicicleta ;¿Qué factores te motivan a usar el Sistema de Bicis?;¿Cuál es la actividad principal que motiva tus viajes en el sistema? ;¿Cuál era el principal modo de transporte que utilizabas antes para realizar los viajes que hacés ahora en bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;En una escala de 0 a 10 ¿Cómo valorás el grado de utilidad que tiene para vos el servicio de bicicletas públicas?;En una escala de 0 a 10 ¿Cuál es tu nivel de satisfacción general en relación al servicio?;¿Cuál es la razón principal por la que disminuiste la frecuencia de uso de las bicis públicas o dejaste de usarlas? ;Elija la razón principal a la que atribuye las deficiencias del sistema;¿En qué modo de transporte realizás ahora los viajes que antes hacías con la bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;¿Te gustaría volver a utilizar el sistema con la frecuencia que lo hacías antes?
8/15/2018 20:06:43;Masculino;;18;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio;;;Muy buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Actividades sociales;Ninguno en particular (usaba distintos modos);Sí;Sí;10;9;;;;;;
8/15/2018 20:29:06;Femenino;;17;Estudiante;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente;Ir/ volver de mi lugar de estudio;Colectivo;Sí;Sí;8;7;;;;;;
8/15/2018 20:35:47;Masculino;;33;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Regular;Neumáticos desinflados, Problemas para regular el asiento;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Anclajes rotos;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;Auto como conductor;Sí;No;10;7;;;;;;
8/16/2018 6:18:51;Femenino;;53;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;Sí;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Comodidad;Actividades sociales;Colectivo;No;No;8;8;;;;;;
8/16/2018 6:40:33;Femenino;;23;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Colectivo;Sí;Sí;Sí
8/16/2018 10:11:58;Masculino;;22;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;No;;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Actividades sociales;Colectivo;No;No;8;8;;;;;;
8/16/2018 10:37:50;Femenino;;43;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;A pie;No;No;Sí
8/16/2018 12:45:15;Femenino;;34;Trabajador independiente;;Ha aumentado;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, No funciona el timbre, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Comodidad;Uso recreativo/ deportivo (sin destino específico);Colectivo;Sí;No;8;7;;;;;;
8/16/2018 17:27:46;Masculino;;33;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Insuficiente;Ahorro de tiempo, Cuido mi salud, Comodidad;La uso para todas mis actividades;Auto como conductor;Sí;No;9;7;;;;;;
8/16/2018 17:42:21;Masculino;;77;Jubilado/ Pensionado;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Muy buenos;No;;Sí;Suficiente;Suficiente;Cuido mi salud, Otro;Uso recreativo/ deportivo (sin destino específico);Bici propia;Sí;No;8;8;;;;;;
8/16/2018 19:53:52;Femenino;;35;Trabajador independiente;;Ha aumentado;Muy bueno;;;;Regular;Se debe pedalear mucho para avanzar, Bici muy pesada, Otro;;;Bueno;;;;Buenas;Malos;Sí;Algo útil;Sí;Insuficiente;Insuficiente;Ahorro de tiempo, Comodidad, Otro;La uso para todas mis actividades;Ninguno en particular (usaba distintos modos);No;Sí;8;8;;;;;;
8/17/2018 7:45:41;Masculino;;37;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Ninguno en particular (uso distintos modos);No;No;Sí
8/17/2018 8:06:22;Femenino;;36;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Bici propia;No;No;Sí
8/17/2018 9:42:02;Femenino;;39;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Bici propia;Sí;No;Sí
8/17/2018 11:33:18;Femenino;;44;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Insuficiente;Insuficiente;Ahorro de tiempo;Otro;A pie;No;No;5;5;;;;;;
8/17/2018 14:42:29;Femenino;;25;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici;;;Buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente;Actividades sociales;Colectivo;Sí;Sí;9;8;;;;;;
8/17/2018 19:19:56;Femenino;;58;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Mal estado de las bicicletas;Colectivo;No;No;Sí
9/3/2018 7:46:56;Masculino;;34;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Problemas al leer la tarjeta, Problemas para liberar la bici;;;Regulares;Regulares;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Actividades sociales;Colectivo;Sí;Sí;8;7;;;;;;
8/18/2018 9:11:16;Masculino;;41;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Regulares;Buenos;No;;No;Suficiente;Suficiente;Comodidad;Uso recreativo/ deportivo (sin destino específico);Auto como conductor;Sí;No;9;9;;;;;;
8/18/2018 11:02:46;Masculino;;31;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Malo;;Estaciones frecuentemente fuera de servicio;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Insuficiente;Ahorro de tiempo;Actividades sociales;Auto como conductor;Sí;Sí;8;6;;;;;;
8/18/2018 14:58:20;Femenino;;33;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;No;Sí
8/18/2018 21:06:09;Femenino;;37;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;No;Sí
8/18/2018 21:14:55;Femenino;;49;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);No;Sí;7;8;;;;;;
8/20/2018 2:28:42;Masculino;;25;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;Sí;No;Sí
8/20/2018 13:39:16;Masculino;;29;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Comodidad;Actividades sociales;Auto como conductor;No;No;8;8;;;;;;
8/20/2018 21:00:25;Masculino;;20;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Regular;Falta de limpieza, Neumáticos desinflados, Hace ruido al andar;;;Buena;;;;Regular;Problemas al leer la tarjeta, Problemas para liberar la bici;;;Buenas;Malos;Sí;Poco útil;No;Suficiente;Suficiente;Comodidad;Ir/ volver de mi lugar de estudio;Colectivo;Sí;Sí;6;5;;;;;;
8/20/2018 22:33:33;Masculino;;25;Trabajador independiente;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Otro;No;No;No
8/20/2018 23:07:14;Femenino;;32;Estudiante;;Ha aumentado;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Regulares;Sí;Algo útil;Sí;Insuficiente;Suficiente;Ahorro de dinero;Ir/ volver de mi lugar de estudio;Colectivo;Sí;No;7;5;;;;;;
8/21/2018 1:15:51;Masculino;;43;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Colectivo;Sí;No;Sí
8/21/2018 7:22:41;Masculino;;37;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Regulares;Sí;Algo útil;Sí;Suficiente;Suficiente;Cuido mi salud;Actividades sociales;Auto como conductor;Sí;Sí;8;8;;;;;;
8/31/2018 14:12:08;Masculino;;36;Estudiante;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;La uso para todas mis actividades;Colectivo;Sí;Sí;10;10;;;;;;
8/21/2018 9:32:22;Femenino;;22;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;A pie;Sí;Sí;Sí
8/21/2018 9:44:03;Femenino;;21;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Regular;Neumáticos desinflados, Problemas para regular el asiento, Pedales dañados, No funciona el timbre;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;Sí;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;Ir/ volver de mi lugar de estudio;Colectivo;Sí;No;6;7;;;;;;
8/21/2018 14:26:34;Femenino;;31;Trabajador en relación de dependencia;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir a lugar de esparcimiento;Colectivo;Sí;No;8;9;;;;;;
8/21/2018 15:12:13;Masculino;;26;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces;;;Buena;;;;Malo;;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici, Falta de bicis disponibles o espacios para devolución;;Buenas;Buenos;Sí;Algo útil;No;Insuficiente;Insuficiente;Cuido mi salud, Comodidad;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;8;7;;;;;;
8/21/2018 16:25:16;Femenino;;25;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;No;No;Sí
8/21/2018 17:12:47;Masculino;;52;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Problemas al utilizar el teclado, Problemas para liberar la bici, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Regulares;No;;Sí;Insuficiente;Suficiente;Ahorro de tiempo, Comodidad;Ir/volver al trabajo;A pie;No;Sí;8;6;;;;;;
8/21/2018 17:19:22;Femenino;;47;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;Sí;Sí
8/21/2018 17:42:23;Femenino;;32;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Regular;Tipo de manubrio incómodo, Bici muy pesada, Tipo de asiento;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;6;8;;;;;;
8/21/2018 17:57:26;Masculino;;33;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de dinero;Actividades sociales;Colectivo;No;No;9;9;;;;;;
8/21/2018 18:41:46;Femenino;;26;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);A pie;No;No;10;10;;;;;;
8/21/2018 20:46:28;Masculino;;70;Trabajador independiente;;Ha sido constante;Bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Otro;Uso recreativo/ deportivo (sin destino específico);Auto como conductor;No;No;8;8;;;;;;
8/21/2018 23:57:49;Femenino;;24;Estudiante;;Ha aumentado;Bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de dinero;Ir/ volver de mi lugar de estudio;Colectivo;No;Sí;8;10;;;;;;
8/22/2018 0:05:00;Femenino;;24;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;A pie;No;No;Sí
8/22/2018 8:18:56;Masculino;;60;Trabajador en relación de dependencia;;Ha aumentado;Muy malo;;;Mal funcionamiento mecánico, Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados, No funciona el timbre, Hace ruido al andar;Muy buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al anclar la bici, Anclajes rotos;;;Muy buenas;Regulares;Sí;Algo útil;Sí;No sabe/No contesta;Insuficiente;Ahorro de tiempo, Cuido mi salud, Comodidad;Ir/volver al trabajo;Colectivo;No;No;5;5;;;;;;
8/22/2018 12:42:22;Femenino;;38;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, ya que temo sufrir un robo;;Colectivo;No;No;Sí
8/22/2018 13:00:19;Masculino;;37;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Ninguno en particular (uso distintos modos);No;Sí;Sí
8/22/2018 14:33:00;Femenino;;28;Estudiante;;Ha aumentado;Bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Protección del ambiente;Ir/volver al trabajo;Colectivo;Sí;Sí;9;8;;;;;;
8/23/2018 1:06:57;Femenino;;30;Trabajador en relación de dependencia;;Ha aumentado;Muy bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Regulares;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo;La uso para todas mis actividades;Colectivo;Sí;Sí;7;8;;;;;;
8/23/2018 8:36:38;Femenino;;36;Ama/o de casa (trabaja en tareas de su hogar);;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Ninguno en particular (uso distintos modos);No;No;Sí
8/23/2018 13:26:02;Femenino;;25;Trabajador en relación de dependencia;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Comodidad;Ir/volver al trabajo;Colectivo;Sí;Sí;10;8;;;;;;
8/23/2018 17:25:17;Femenino;;43;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Comodidad;Ir/volver al trabajo;Auto como acompañante;No;Sí;9;9;;;;;;
8/23/2018 19:57:03;Masculino;;27;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Regular;Problemas para liberar la bici;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Comodidad;Ir/ volver de mi lugar de estudio;Colectivo;Sí;No;6;8;;;;;;
8/23/2018 20:08:27;Masculino;;25;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Problemas para liberar la bici, Problemas al anclar la bici, Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Comodidad;La uso para todas mis actividades;Colectivo;Sí;No;7;7;;;;;;
8/23/2018 22:19:58;Masculino;;61;Trabajador en relación de dependencia;;Ha sido constante;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Otro;;;Regular;Diseño general deficiente;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas al anclar la bici;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Insuficiente;Ahorro de tiempo, Ahorro de dinero;Ir/volver al trabajo;Auto como conductor;No;Sí;9;5;;;;;;
8/24/2018 12:21:35;Femenino;;36;Trabajador en relación de dependencia;;Ha aumentado;Regular;Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, No funciona el timbre, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/volver al trabajo;Colectivo;Sí;No;8;7;;;;;;
8/24/2018 18:39:28;Femenino;;28;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;A pie;No;No;No sabe/ No contesta
8/24/2018 19:45:43;Femenino;;42;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;Sí;Sí
8/25/2018 13:35:59;Femenino;;30;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Problemas para liberar la bici;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/ volver de mi lugar de estudio;Colectivo;No;No;8;8;;;;;;
8/25/2018 13:44:29;Femenino;;20;Estudiante;;Ha aumentado;Bueno;;;;Regular;Tipo de asiento;;;Bueno;;;;Muy buenas;Regulares;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Comodidad;Actividades sociales;Ninguno en particular (usaba distintos modos);Sí;Sí;8;8;;;;;;
8/26/2018 10:53:57;Femenino;;51;Ama/o de casa (trabaja en tareas de su hogar);;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;A pie;No;Sí;Sí
8/27/2018 0:39:56;Masculino;;75;Jubilado/ Pensionado;;Ha sido constante;Malo;;Mal funcionamiento mecánico, Falta de limpieza, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados, No funciona el timbre, Hace ruido al andar, Otro;;Regular;Diseño general deficiente;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;Sí;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);Sí;Sí;5;5;;;;;;
8/27/2018 10:01:44;Masculino;;26;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Regulares;Buenos;Sí;Algo útil;Sí;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud;Ir/volver al trabajo;Colectivo;Sí;No;6;6;;;;;;
8/27/2018 19:23:16;Femenino;;19;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Problemas para liberar la bici, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Algo útil;No;Insuficiente;Suficiente;Comodidad;Uso recreativo/ deportivo (sin destino específico);A pie;No;No;6;6;;;;;;
8/27/2018 21:27:27;Femenino;;24;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, ya que temo sufrir un robo;;Colectivo;No;No;Sí
8/28/2018 7:56:08;Femenino;;34;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Regular;Tipo de asiento;;;Bueno;;;;Regulares;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Comodidad;Ir/volver al trabajo;Colectivo;No;No;7;7;;;;;;
8/28/2018 11:26:19;Femenino;;42;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;Sí;No;Sí
8/28/2018 13:17:08;Femenino;;50;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;No;No;Sí
8/28/2018 15:44:53;Masculino;;29;Trabajador en relación de dependencia;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;Colectivo;Sí;No;10;10;;;;;;
8/28/2018 22:40:05;Femenino;;14;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Ninguno en particular (uso distintos modos);No;Sí;Sí
9/3/2018 20:59:32;Masculino;;37;Trabajador independiente;;Ha aumentado;Muy bueno;;;;Regular;Se debe pedalear mucho para avanzar, Tipo de freno, Tipo de asiento;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente, Comodidad;La uso para todas mis actividades;A pie;Sí;Sí;8;8;;;;;;
8/29/2018 12:06:01;Femenino;;22;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Muy buenos;No;;Sí;Suficiente;Suficiente;Ahorro de tiempo, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;Sí;8;8;;;;;;
8/29/2018 17:02:26;Masculino;;52;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud, Comodidad;Ir/volver al trabajo;Auto como conductor;No;No;9;9;;;;;;
8/31/2018 13:58:14;Masculino;;20;Estudiante;;Ha sido constante;Bueno;;;;Regular;Se debe pedalear mucho para avanzar;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/ volver de mi lugar de estudio;Colectivo;No;Sí;8;7;;;;;;
8/31/2018 13:58:31;Masculino;;19;Estudiante;;Ha sido constante;Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Hace ruido al andar;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero;La uso para todas mis actividades;Colectivo;Sí;Sí;8;5;;;;;;
8/31/2018 13:59:23;Femenino;;18;Estudiante;;Ha sido constante;Regular;Problemas para regular el asiento, No funciona el timbre;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Comodidad;Uso recreativo/ deportivo (sin destino específico);A pie;No;No;7;8;;;;;;
8/31/2018 14:00:11;Masculino;;28;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;Sí;No;Sí
8/31/2018 15:20:55;Femenino;;38;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;Sí;No;Sí
8/31/2018 14:03:19;Femenino;;27;Otro;Docente;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Ninguno en particular (uso distintos modos);Sí;No;No sabe/ No contesta
